Date,Country,City,Specie,count,min,max,median,variance
2020-07-18,ES,Madrid,pm10,190,3.0,66.0,12.0,900.06
2020-09-06,ES,Madrid,pm10,189,3.0,40.0,17.0,538.13
2020-05-16,ES,Madrid,pm10,159,3.0,29.0,8.0,169.60
2020-09-22,ES,Madrid,pm10,185,1.0,35.0,12.0,361.37
2020-11-03,ES,Madrid,pm10,182,1.0,49.0,17.0,1077.96
2020-12-15,ES,Madrid,pm10,192,1.0,23.0,10.0,231.40
2020-12-19,ES,Madrid,pm10,171,1.0,44.0,16.0,543.83
2020-02-03,ES,Madrid,pm10,191,1.0,68.0,33.0,2559.68
2020-03-16,ES,Madrid,pm10,150,1.0,23.0,6.0,214.16
2020-03-28,ES,Madrid,pm10,180,1.0,21.0,8.0,107.65
2020-09-09,ES,Madrid,pm10,191,1.0,75.0,18.0,1046.24
2020-01-04,ES,Madrid,pm10,135,1.0,30.0,8.0,341.74
2020-01-06,ES,Madrid,pm10,144,1.0,62.0,18.0,1130.76
2020-04-17,ES,Madrid,pm10,188,1.0,20.0,9.0,159.21
2020-04-27,ES,Madrid,pm10,185,3.0,20.0,10.0,129.54
2020-05-19,ES,Madrid,pm10,168,1.0,35.0,10.0,256.59
2020-06-26,ES,Madrid,pm10,167,2.0,50.0,20.0,602.88
2020-07-14,ES,Madrid,pm10,188,1.0,71.0,16.0,1337.94
2020-07-17,ES,Madrid,pm10,179,1.0,33.0,11.0,306.15
2020-03-22,ES,Madrid,pm10,184,1.0,16.0,6.0,121.56
2020-04-02,ES,Madrid,pm10,187,1.0,26.0,8.0,116.55
2020-09-20,ES,Madrid,pm10,188,1.0,23.0,9.0,137.96
2021-01-08,ES,Madrid,pm10,161,2.0,20.0,7.0,91.16
2020-08-31,ES,Madrid,pm10,164,1.0,45.0,8.0,586.24
2020-09-16,ES,Madrid,pm10,140,10.0,57.0,25.0,909.07
2020-04-08,ES,Madrid,pm10,187,1.0,34.0,13.0,303.97
2020-06-01,ES,Madrid,pm10,188,1.0,40.0,15.0,663.80
2020-06-10,ES,Madrid,pm10,167,2.0,30.0,10.0,243.84
2020-09-08,ES,Madrid,pm10,189,3.0,57.0,13.0,687.99
2020-10-07,ES,Madrid,pm10,191,1.0,62.0,14.0,1671.65
2020-01-21,ES,Madrid,pm10,179,1.0,27.0,5.0,159.29
2020-03-09,ES,Madrid,pm10,190,1.0,21.0,11.0,225.05
2020-08-10,ES,Madrid,pm10,189,6.0,61.0,32.0,958.11
2020-11-27,ES,Madrid,pm10,190,5.0,25.0,11.0,142.87
2020-12-31,ES,Madrid,pm10,124,1.0,24.0,7.0,245.13
2021-01-07,ES,Madrid,pm10,166,3.0,20.0,10.0,125.58
2021-01-11,ES,Madrid,pm10,130,1.0,41.0,13.0,734.15
2020-02-22,ES,Madrid,pm10,189,7.0,61.0,22.0,1406.40
2020-07-28,ES,Madrid,pm10,177,1.0,59.0,30.0,1446.68
2020-03-18,ES,Madrid,pm10,189,9.0,56.0,20.0,928.92
2020-03-30,ES,Madrid,pm10,189,1.0,30.0,8.0,351.51
2020-04-16,ES,Madrid,pm10,186,1.0,30.0,9.0,254.90
2020-05-13,ES,Madrid,pm10,179,1.0,61.0,9.0,678.30
2020-06-14,ES,Madrid,pm10,163,4.0,20.0,11.0,88.57
2020-08-13,ES,Madrid,pm10,191,5.0,41.0,17.0,513.02
2020-01-10,ES,Madrid,pm10,192,1.0,67.0,11.0,1503.84
2020-01-23,ES,Madrid,pm10,183,13.0,89.0,48.0,2608.18
2020-10-18,ES,Madrid,pm10,190,9.0,80.0,18.0,1124.65
2020-01-07,ES,Madrid,pm10,171,1.0,94.0,35.0,2839.85
2020-09-18,ES,Madrid,pm10,190,1.0,54.0,15.0,454.14
2020-06-22,ES,Madrid,pm10,167,3.0,156.0,16.0,3440.85
2020-08-01,ES,Madrid,pm10,187,2.0,89.0,18.0,1282.00
2020-08-02,ES,Madrid,pm10,189,1.0,34.0,18.0,486.47
2020-09-27,ES,Madrid,pm10,184,1.0,20.0,5.0,122.54
2020-11-07,ES,Madrid,pm10,184,1.0,134.0,9.0,4389.13
2020-11-19,ES,Madrid,pm10,192,1.0,60.0,20.0,1032.24
2020-02-16,ES,Madrid,pm10,189,8.0,44.0,22.0,700.33
2020-05-06,ES,Madrid,pm10,188,1.0,45.0,11.0,353.07
2021-01-01,ES,Madrid,pm10,161,1.0,23.0,5.0,192.62
2020-03-19,ES,Madrid,pm10,190,2.0,58.0,17.0,1525.32
2020-03-26,ES,Madrid,pm10,190,2.0,26.0,10.0,182.64
2020-03-29,ES,Madrid,pm10,177,1.0,24.0,10.0,150.39
2020-08-09,ES,Madrid,pm10,191,10.0,61.0,29.0,992.39
2020-08-23,ES,Madrid,pm10,186,1.0,53.0,10.0,620.77
2020-12-30,ES,Madrid,pm10,128,1.0,20.0,6.0,127.59
2020-01-29,ES,Madrid,pm10,190,1.0,33.0,9.0,313.42
2020-01-31,ES,Madrid,pm10,179,3.0,27.0,9.0,204.62
2021-01-03,ES,Madrid,pm10,167,1.0,22.0,9.0,182.98
2020-06-11,ES,Madrid,pm10,166,3.0,31.0,16.0,299.38
2020-07-22,ES,Madrid,pm10,191,1.0,56.0,26.0,1008.53
2020-08-12,ES,Madrid,pm10,188,1.0,61.0,15.0,873.93
2020-09-28,ES,Madrid,pm10,185,1.0,53.0,12.0,687.45
2020-11-02,ES,Madrid,pm10,191,7.0,65.0,26.0,857.00
2020-12-09,ES,Madrid,pm10,169,1.0,26.0,8.0,252.97
2020-01-30,ES,Madrid,pm10,186,2.0,30.0,12.0,330.89
2020-03-24,ES,Madrid,pm10,186,1.0,25.0,9.0,267.57
2021-01-12,ES,Madrid,pm10,143,1.0,56.0,27.0,1714.03
2020-06-16,ES,Madrid,pm10,166,1.0,61.0,8.0,540.31
2020-06-20,ES,Madrid,pm10,165,4.0,30.0,14.0,311.88
2020-08-25,ES,Madrid,pm10,191,1.0,62.0,20.0,1065.01
2020-10-27,ES,Madrid,pm10,190,2.0,21.0,10.0,157.29
2020-02-09,ES,Madrid,pm10,191,6.0,52.0,21.0,693.89
2020-06-04,ES,Madrid,pm10,190,1.0,114.0,15.0,1124.19
2020-08-16,ES,Madrid,pm10,184,1.0,21.0,9.0,143.36
2020-10-22,ES,Madrid,pm10,192,1.0,32.0,11.0,322.45
2020-10-29,ES,Madrid,pm10,192,1.0,55.0,20.0,677.54
2020-01-11,ES,Madrid,pm10,187,1.0,46.0,10.0,797.85
2020-05-24,ES,Madrid,pm10,176,1.0,57.0,13.0,902.17
2020-05-20,ES,Madrid,pm10,187,1.0,31.0,10.0,274.28
2020-06-02,ES,Madrid,pm10,186,8.0,68.0,23.0,1086.17
2020-11-29,ES,Madrid,pm10,190,1.0,30.0,16.0,303.16
2021-01-18,ES,Madrid,pm10,144,1.0,61.0,35.0,1289.64
2020-01-15,ES,Madrid,pm10,190,9.0,77.0,34.0,1403.88
2020-05-17,ES,Madrid,pm10,164,1.0,22.0,10.0,152.41
2020-10-28,ES,Madrid,pm10,189,4.0,41.0,17.0,748.78
2020-12-10,ES,Madrid,pm10,188,1.0,23.0,7.0,202.51
2021-01-19,ES,Madrid,pm10,55,12.0,40.0,18.0,357.14
2020-04-20,ES,Madrid,pm10,187,1.0,25.0,9.0,245.13
2020-05-10,ES,Madrid,pm10,162,1.0,22.0,7.0,154.82
2020-06-25,ES,Madrid,pm10,155,10.0,50.0,25.0,771.40
2020-08-21,ES,Madrid,pm10,171,1.0,37.0,13.0,580.86
2020-10-31,ES,Madrid,pm10,191,3.0,52.0,20.0,755.22
2020-01-19,ES,Madrid,pm10,171,1.0,43.0,6.0,479.41
2020-02-27,ES,Madrid,pm10,189,1.0,187.0,30.0,28033.80
2020-09-10,ES,Madrid,pm10,189,4.0,59.0,16.0,648.78
2020-10-21,ES,Madrid,pm10,192,1.0,49.0,10.0,572.35
2020-07-16,ES,Madrid,pm10,181,1.0,49.0,13.0,535.18
2020-09-07,ES,Madrid,pm10,191,2.0,51.0,13.0,810.24
2020-08-18,ES,Madrid,pm10,176,2.0,29.0,11.0,412.84
2020-10-20,ES,Madrid,pm10,190,2.0,56.0,27.0,1075.04
2020-11-05,ES,Madrid,pm10,185,1.0,20.0,7.0,224.38
2020-11-14,ES,Madrid,pm10,191,13.0,50.0,26.0,467.95
2020-12-20,ES,Madrid,pm10,174,3.0,36.0,13.0,347.18
2020-01-13,ES,Madrid,pm10,192,3.0,61.0,30.0,1714.31
2020-07-12,ES,Madrid,pm10,191,3.0,57.0,26.0,746.31
2020-07-30,ES,Madrid,pm10,188,1.0,79.0,32.0,2142.08
2020-09-02,ES,Madrid,pm10,186,1.0,53.0,13.0,852.99
2021-01-05,ES,Madrid,pm10,165,1.0,40.0,17.0,834.68
2020-02-14,ES,Madrid,pm10,189,7.0,52.0,23.0,1007.40
2020-07-04,ES,Madrid,pm10,122,1.0,28.0,11.0,223.64
2020-02-23,ES,Madrid,pm10,190,2.0,61.0,16.0,1238.41
2020-05-15,ES,Madrid,pm10,162,1.0,35.0,7.0,292.11
2020-07-11,ES,Madrid,pm10,173,7.0,45.0,22.0,502.20
2020-11-13,ES,Madrid,pm10,187,7.0,46.0,20.0,382.39
2020-12-05,ES,Madrid,pm10,186,1.0,11.0,5.0,75.04
2020-12-29,ES,Madrid,pm10,143,2.0,19.0,7.0,109.62
2020-01-20,ES,Madrid,pm10,188,1.0,28.0,7.0,247.97
2020-01-24,ES,Madrid,pm10,191,7.0,78.0,29.0,2070.73
2020-02-26,ES,Madrid,pm10,187,1.0,49.0,10.0,359.67
2020-05-28,ES,Madrid,pm10,188,2.0,40.0,13.0,392.66
2020-11-08,ES,Madrid,pm10,190,1.0,42.0,12.0,334.90
2020-01-03,ES,Madrid,pm10,144,13.0,68.0,40.0,1622.60
2020-04-18,ES,Madrid,pm10,191,1.0,23.0,10.0,124.39
2020-05-21,ES,Madrid,pm10,183,1.0,42.0,12.0,368.41
2020-06-03,ES,Madrid,pm10,191,1.0,114.0,23.0,1618.08
2020-07-27,ES,Madrid,pm10,185,1.0,67.0,26.0,1169.32
2020-11-30,ES,Madrid,pm10,190,2.0,50.0,15.0,525.35
2020-01-14,ES,Madrid,pm10,190,1.0,74.0,30.0,1484.09
2020-02-21,ES,Madrid,pm10,187,1.0,60.0,19.0,1746.45
2020-08-15,ES,Madrid,pm10,186,1.0,36.0,10.0,336.97
2020-10-03,ES,Madrid,pm10,185,1.0,27.0,6.0,125.87
2020-10-12,ES,Madrid,pm10,189,1.0,20.0,5.0,142.55
2020-10-25,ES,Madrid,pm10,186,1.0,18.0,8.0,122.29
2020-11-10,ES,Madrid,pm10,190,1.0,47.0,16.0,575.64
2020-11-25,ES,Madrid,pm10,191,8.0,53.0,31.0,835.77
2020-01-01,ES,Madrid,pm10,169,4.0,76.0,36.0,1637.61
2020-07-15,ES,Madrid,pm10,191,1.0,41.0,14.0,486.71
2020-12-13,ES,Madrid,pm10,190,8.0,32.0,18.0,244.59
2020-12-18,ES,Madrid,pm10,189,10.0,58.0,26.0,1031.61
2020-06-24,ES,Madrid,pm10,141,10.0,60.0,26.0,974.85
2020-07-07,ES,Madrid,pm10,167,1.0,41.0,16.0,899.13
2020-08-05,ES,Madrid,pm10,190,1.0,50.0,16.0,949.07
2020-09-11,ES,Madrid,pm10,186,7.0,53.0,18.0,658.67
2020-12-08,ES,Madrid,pm10,167,1.0,12.0,5.0,63.05
2020-01-22,ES,Madrid,pm10,182,1.0,53.0,20.0,1839.85
2020-04-05,ES,Madrid,pm10,184,1.0,24.0,10.0,146.53
2020-10-06,ES,Madrid,pm10,189,1.0,45.0,12.0,929.78
2020-10-11,ES,Madrid,pm10,187,1.0,14.0,6.0,95.93
2020-02-15,ES,Madrid,pm10,186,1.0,51.0,23.0,906.94
2020-03-13,ES,Madrid,pm10,189,7.0,52.0,22.0,541.33
2020-08-03,ES,Madrid,pm10,182,1.0,23.0,9.0,128.32
2020-02-02,ES,Madrid,pm10,190,1.0,34.0,12.0,446.90
2020-06-18,ES,Madrid,pm10,156,1.0,30.0,11.0,323.51
2020-08-28,ES,Madrid,pm10,189,1.0,54.0,15.0,633.39
2020-10-02,ES,Madrid,pm10,184,1.0,22.0,8.0,133.44
2020-12-11,ES,Madrid,pm10,168,1.0,27.0,7.0,260.47
2021-01-02,ES,Madrid,pm10,165,1.0,19.0,6.0,98.61
2021-01-06,ES,Madrid,pm10,163,4.0,57.0,14.0,711.15
2020-02-29,ES,Madrid,pm10,191,5.0,101.0,28.0,7027.95
2020-07-09,ES,Madrid,pm10,120,5.0,54.0,26.0,753.84
2020-06-12,ES,Madrid,pm10,167,1.0,28.0,10.0,211.67
2020-06-23,ES,Madrid,pm10,154,8.0,73.0,23.0,1416.81
2020-06-28,ES,Madrid,pm10,166,1.0,48.0,10.0,360.06
2020-07-02,ES,Madrid,pm10,167,1.0,39.0,13.0,333.92
2020-07-06,ES,Madrid,pm10,161,3.0,34.0,15.0,303.10
2020-07-13,ES,Madrid,pm10,190,1.0,40.0,17.0,490.19
2020-05-02,ES,Madrid,pm10,189,1.0,57.0,9.0,496.98
2020-06-06,ES,Madrid,pm10,188,4.0,53.0,15.0,549.90
2020-10-08,ES,Madrid,pm10,191,2.0,69.0,18.0,1183.00
2020-03-05,ES,Madrid,pm10,185,2.0,25.0,10.0,240.98
2020-06-08,ES,Madrid,pm10,176,1.0,43.0,7.0,198.35
2020-06-09,ES,Madrid,pm10,164,1.0,43.0,7.0,330.43
2020-06-17,ES,Madrid,pm10,164,1.0,26.0,9.0,185.05
2020-09-29,ES,Madrid,pm10,190,1.0,79.0,17.0,1241.92
2020-10-10,ES,Madrid,pm10,183,1.0,57.0,14.0,687.60
2020-02-10,ES,Madrid,pm10,163,1.0,50.0,20.0,1234.35
2020-03-01,ES,Madrid,pm10,191,1.0,70.0,10.0,1047.66
2020-11-28,ES,Madrid,pm10,191,1.0,35.0,15.0,591.38
2020-04-12,ES,Madrid,pm10,188,5.0,27.0,12.0,167.90
2020-05-31,ES,Madrid,pm10,190,1.0,120.0,17.0,2049.30
2020-09-21,ES,Madrid,pm10,189,1.0,55.0,11.0,781.90
2020-11-17,ES,Madrid,pm10,189,1.0,52.0,22.0,1519.10
2020-12-14,ES,Madrid,pm10,190,2.0,46.0,20.0,695.32
2020-03-10,ES,Madrid,pm10,192,1.0,54.0,20.0,1118.61
2020-03-21,ES,Madrid,pm10,192,1.0,38.0,13.0,523.81
2020-04-11,ES,Madrid,pm10,192,2.0,20.0,11.0,127.24
2020-05-09,ES,Madrid,pm10,188,1.0,50.0,17.0,772.28
2020-07-08,ES,Madrid,pm10,144,10.0,82.0,35.0,2062.08
2020-07-10,ES,Madrid,pm10,178,5.0,40.0,16.0,541.36
2020-10-30,ES,Madrid,pm10,190,7.0,57.0,20.0,993.11
2020-11-18,ES,Madrid,pm10,186,1.0,47.0,23.0,644.05
2020-01-17,ES,Madrid,pm10,186,1.0,41.0,14.0,582.54
2020-02-24,ES,Madrid,pm10,192,5.0,54.0,21.0,1207.89
2020-04-03,ES,Madrid,pm10,188,1.0,19.0,9.0,74.10
2020-05-12,ES,Madrid,pm10,176,1.0,30.0,9.0,385.08
2020-09-17,ES,Madrid,pm10,188,1.0,66.0,22.0,1198.15
2020-12-22,ES,Madrid,pm10,189,3.0,54.0,20.0,1458.48
2020-06-05,ES,Madrid,pm10,187,1.0,31.0,10.0,435.82
2020-09-05,ES,Madrid,pm10,190,1.0,48.0,20.0,641.18
2020-09-19,ES,Madrid,pm10,169,1.0,56.0,8.0,532.79
2020-12-02,ES,Madrid,pm10,189,2.0,21.0,10.0,136.16
2020-04-22,ES,Madrid,pm10,188,1.0,22.0,8.0,128.61
2020-05-23,ES,Madrid,pm10,183,1.0,68.0,17.0,1470.24
2020-08-11,ES,Madrid,pm10,183,1.0,59.0,21.0,1151.24
2020-09-12,ES,Madrid,pm10,189,6.0,52.0,16.0,937.03
2020-09-25,ES,Madrid,pm10,181,1.0,16.0,8.0,103.53
2020-11-22,ES,Madrid,pm10,188,6.0,42.0,17.0,549.73
2020-12-17,ES,Madrid,pm10,186,1.0,43.0,20.0,651.57
2020-02-20,ES,Madrid,pm10,169,5.0,55.0,23.0,1225.25
2020-05-14,ES,Madrid,pm10,167,1.0,20.0,7.0,171.20
2020-03-12,ES,Madrid,pm10,191,1.0,57.0,21.0,1289.52
2020-06-19,ES,Madrid,pm10,167,4.0,32.0,16.0,477.08
2020-10-04,ES,Madrid,pm10,189,1.0,45.0,8.0,441.97
2019-12-30,ES,Madrid,pm10,189,3.0,181.0,22.0,3974.45
2020-02-18,ES,Madrid,pm10,186,1.0,30.0,13.0,386.84
2020-07-20,ES,Madrid,pm10,189,1.0,97.0,37.0,3985.84
2020-09-30,ES,Madrid,pm10,188,1.0,51.0,18.0,838.23
2020-10-15,ES,Madrid,pm10,183,1.0,35.0,9.0,413.86
2020-03-25,ES,Madrid,pm10,188,5.0,40.0,14.0,218.88
2020-06-07,ES,Madrid,pm10,188,1.0,122.0,11.0,2091.63
2020-04-14,ES,Madrid,pm10,188,4.0,22.0,11.0,161.94
2020-04-19,ES,Madrid,pm10,187,1.0,24.0,6.0,195.69
2020-04-25,ES,Madrid,pm10,184,1.0,27.0,11.0,163.28
2020-05-01,ES,Madrid,pm10,181,1.0,37.0,8.0,405.21
2020-05-18,ES,Madrid,pm10,160,1.0,28.0,11.0,202.05
2020-10-24,ES,Madrid,pm10,192,1.0,37.0,10.0,358.99
2020-02-05,ES,Madrid,pm10,190,1.0,40.0,10.0,621.08
2020-04-06,ES,Madrid,pm10,189,1.0,31.0,9.0,265.66
2020-02-17,ES,Madrid,pm10,188,5.0,35.0,14.0,485.79
2020-11-21,ES,Madrid,pm10,190,2.0,27.0,12.0,312.84
2020-06-15,ES,Madrid,pm10,162,4.0,23.0,12.0,192.89
2020-11-04,ES,Madrid,pm10,186,1.0,15.0,6.0,106.43
2020-05-03,ES,Madrid,pm10,188,2.0,41.0,10.0,373.96
2020-05-26,ES,Madrid,pm10,187,1.0,61.0,12.0,943.98
2020-06-21,ES,Madrid,pm10,166,3.0,28.0,15.0,240.27
2020-02-11,ES,Madrid,pm10,144,16.0,60.0,30.0,1266.01
2020-04-24,ES,Madrid,pm10,184,1.0,23.0,10.0,204.23
2020-04-09,ES,Madrid,pm10,187,3.0,34.0,12.0,191.49
2020-08-26,ES,Madrid,pm10,182,1.0,70.0,24.0,1523.84
2021-01-13,ES,Madrid,pm10,142,20.0,63.0,41.0,1097.88
2020-01-05,ES,Madrid,pm10,140,1.0,54.0,9.0,1176.39
2020-02-06,ES,Madrid,pm10,191,8.0,55.0,21.0,887.15
2020-04-06,ES,Madrid,humidity,216,51.0,100.0,71.3,1552.81
2020-06-08,ES,Madrid,humidity,216,26.5,82.0,44.0,2076.17
2020-06-09,ES,Madrid,humidity,215,22.0,87.0,44.6,2261.54
2020-10-05,ES,Madrid,humidity,216,30.6,81.0,53.8,1181.60
2020-07-18,ES,Madrid,humidity,216,5.0,59.0,32.0,2002.53
2020-01-02,ES,Madrid,humidity,24,6.0,9.0,8.0,12.17
2020-01-17,ES,Madrid,humidity,216,58.0,93.5,76.0,776.33
2020-02-04,ES,Madrid,humidity,233,44.0,100.0,76.0,2228.53
2020-04-21,ES,Madrid,humidity,212,51.5,100.0,79.7,1367.35
2020-05-03,ES,Madrid,humidity,212,23.8,100.0,57.9,3947.77
2020-05-09,ES,Madrid,humidity,216,28.0,84.5,57.8,2020.40
2020-06-01,ES,Madrid,humidity,210,29.5,100.0,54.5,4002.68
2020-12-18,ES,Madrid,humidity,216,77.0,100.0,86.4,309.75
2020-05-20,ES,Madrid,humidity,216,14.6,93.0,36.0,3393.58
2020-06-18,ES,Madrid,humidity,216,14.8,81.0,40.0,1687.19
2020-06-20,ES,Madrid,humidity,216,13.4,62.0,30.0,989.82
2020-07-21,ES,Madrid,humidity,216,18.5,60.0,34.0,1397.29
2020-09-23,ES,Madrid,humidity,216,42.0,99.0,67.5,1355.42
2020-02-01,ES,Madrid,humidity,216,59.0,96.4,90.0,772.53
2020-02-08,ES,Madrid,humidity,236,79.0,100.0,86.7,266.64
2020-10-02,ES,Madrid,humidity,216,35.0,100.0,61.5,2943.61
2020-11-04,ES,Madrid,humidity,216,67.0,93.0,74.7,543.90
2021-01-04,ES,Madrid,humidity,192,40.0,100.0,64.5,1616.57
2020-06-07,ES,Madrid,humidity,216,30.2,87.0,53.0,1341.07
2020-10-09,ES,Madrid,humidity,216,27.0,93.0,57.5,2458.79
2021-01-14,ES,Madrid,humidity,192,40.5,100.0,70.1,2086.02
2020-04-22,ES,Madrid,humidity,187,45.5,93.0,60.5,1180.62
2020-05-31,ES,Madrid,humidity,213,21.4,93.0,43.8,2066.56
2020-10-04,ES,Madrid,humidity,216,32.7,82.5,61.2,2130.55
2020-11-17,ES,Madrid,humidity,216,68.5,100.0,83.6,707.58
2020-04-04,ES,Madrid,humidity,216,31.2,100.0,57.4,1711.08
2020-08-14,ES,Madrid,humidity,215,17.6,87.0,37.7,2053.59
2020-09-11,ES,Madrid,humidity,216,13.0,58.0,34.7,891.24
2020-01-20,ES,Madrid,humidity,216,26.0,62.9,37.7,945.67
2020-03-09,ES,Madrid,humidity,216,30.0,85.2,52.0,1567.90
2020-06-06,ES,Madrid,humidity,216,23.4,93.0,42.6,1967.53
2020-09-27,ES,Madrid,humidity,216,24.7,74.0,54.2,2206.45
2020-10-20,ES,Madrid,humidity,216,42.0,100.0,73.3,3091.59
2020-01-01,ES,Madrid,humidity,24,5.8,9.0,8.1,11.87
2020-03-27,ES,Madrid,humidity,216,43.5,95.5,65.0,1678.09
2020-09-05,ES,Madrid,humidity,216,12.2,61.5,35.5,1694.45
2020-09-07,ES,Madrid,humidity,216,15.0,62.0,39.2,1713.87
2020-09-29,ES,Madrid,humidity,216,15.0,73.5,37.6,1653.33
2020-11-27,ES,Madrid,humidity,216,70.1,100.0,85.2,471.53
2020-12-24,ES,Madrid,humidity,208,49.0,100.0,84.0,1927.71
2020-06-17,ES,Madrid,humidity,216,21.3,71.0,40.2,998.77
2020-07-06,ES,Madrid,humidity,216,17.4,60.0,31.7,824.36
2020-08-15,ES,Madrid,humidity,216,14.0,74.5,32.7,1691.21
2020-09-03,ES,Madrid,humidity,216,13.8,56.0,34.0,1156.93
2020-10-16,ES,Madrid,humidity,216,28.3,89.0,53.0,1783.78
2020-04-30,ES,Madrid,humidity,216,45.8,90.0,71.5,1329.37
2020-05-23,ES,Madrid,humidity,216,12.0,82.0,43.5,1835.66
2020-11-28,ES,Madrid,humidity,216,71.0,100.0,82.0,462.77
2020-12-15,ES,Madrid,humidity,216,55.8,100.0,84.6,1116.20
2020-11-16,ES,Madrid,humidity,214,52.0,100.0,91.0,1729.64
2020-03-07,ES,Madrid,humidity,216,38.0,73.5,53.0,449.02
2020-03-08,ES,Madrid,humidity,216,38.0,86.6,62.2,893.94
2020-04-05,ES,Madrid,humidity,215,41.8,89.0,63.0,1118.18
2020-07-16,ES,Madrid,humidity,216,19.5,55.0,30.5,940.05
2020-08-12,ES,Madrid,humidity,216,36.0,100.0,62.7,3490.28
2020-10-26,ES,Madrid,humidity,216,40.0,87.5,62.1,1060.36
2020-11-09,ES,Madrid,humidity,216,55.6,100.0,81.5,1017.59
2020-12-08,ES,Madrid,humidity,216,41.6,93.0,65.2,1298.91
2020-10-24,ES,Madrid,humidity,216,51.5,100.0,84.5,1462.88
2020-01-15,ES,Madrid,humidity,216,70.0,96.5,76.9,219.31
2020-01-30,ES,Madrid,humidity,216,71.0,95.0,89.0,325.85
2020-03-01,ES,Madrid,humidity,216,71.5,92.0,81.4,242.32
2020-03-21,ES,Madrid,humidity,196,71.0,100.0,81.0,445.02
2020-05-16,ES,Madrid,humidity,216,42.8,100.0,71.6,1573.34
2020-09-01,ES,Madrid,humidity,216,15.0,48.5,32.5,623.92
2020-09-18,ES,Madrid,humidity,216,62.0,100.0,82.5,648.36
2020-11-22,ES,Madrid,humidity,216,40.3,96.0,61.0,1409.90
2020-12-06,ES,Madrid,humidity,209,49.8,89.5,67.0,630.20
2019-12-30,ES,Madrid,humidity,24,6.0,9.0,7.6,7.94
2020-01-29,ES,Madrid,humidity,216,71.0,96.5,90.2,345.01
2020-03-23,ES,Madrid,humidity,202,52.4,100.0,83.0,1196.48
2020-04-19,ES,Madrid,humidity,213,51.5,100.0,76.1,1474.51
2020-05-10,ES,Madrid,humidity,216,41.8,93.0,64.7,2630.79
2020-05-17,ES,Madrid,humidity,216,26.2,93.0,54.4,1795.63
2020-07-30,ES,Madrid,humidity,216,13.2,54.5,33.5,1211.46
2020-12-05,ES,Madrid,humidity,180,51.0,92.0,66.0,671.35
2020-03-24,ES,Madrid,humidity,216,46.6,93.0,71.0,1128.96
2020-03-31,ES,Madrid,humidity,204,86.0,100.0,92.0,102.09
2020-07-27,ES,Madrid,humidity,216,11.0,44.5,25.5,739.30
2020-08-24,ES,Madrid,humidity,216,16.0,56.5,38.5,1009.19
2020-08-30,ES,Madrid,humidity,216,20.0,70.5,43.3,1380.74
2020-09-25,ES,Madrid,humidity,216,29.0,62.0,46.2,787.78
2020-09-30,ES,Madrid,humidity,216,18.2,81.0,40.0,1797.98
2021-01-01,ES,Madrid,humidity,192,42.0,100.0,69.0,1944.50
2021-01-03,ES,Madrid,humidity,192,33.8,92.0,64.3,1288.80
2020-01-13,ES,Madrid,humidity,216,57.0,88.0,68.6,372.50
2020-01-21,ES,Madrid,humidity,216,59.8,86.0,67.5,529.04
2020-03-14,ES,Madrid,humidity,216,35.0,82.6,59.1,1442.60
2020-06-22,ES,Madrid,humidity,216,12.6,59.0,31.5,2037.18
2020-09-16,ES,Madrid,humidity,214,24.0,82.0,49.3,1846.34
2020-11-06,ES,Madrid,humidity,216,60.0,96.5,77.0,715.90
2020-11-24,ES,Madrid,humidity,216,47.6,100.0,70.2,1452.55
2020-01-08,ES,Madrid,humidity,216,25.5,85.1,52.8,1720.56
2020-01-26,ES,Madrid,humidity,216,59.5,100.0,83.8,908.77
2020-07-14,ES,Madrid,humidity,216,13.0,56.0,32.7,1557.48
2020-08-19,ES,Madrid,humidity,216,11.4,79.5,35.7,3310.47
2020-08-23,ES,Madrid,humidity,216,13.8,65.0,27.0,1812.98
2020-12-07,ES,Madrid,humidity,216,57.5,93.0,86.2,700.95
2020-01-16,ES,Madrid,humidity,216,56.3,93.0,78.2,826.40
2020-04-14,ES,Madrid,humidity,215,52.6,95.0,76.0,496.59
2020-04-20,ES,Madrid,humidity,215,48.3,100.0,68.5,1267.62
2020-05-18,ES,Madrid,humidity,216,14.8,100.0,41.6,3143.85
2020-01-05,ES,Madrid,humidity,216,40.6,88.8,67.9,1208.66
2020-07-09,ES,Madrid,humidity,214,15.3,56.0,41.5,841.16
2020-07-17,ES,Madrid,humidity,216,10.0,45.2,26.0,942.03
2020-07-19,ES,Madrid,humidity,215,15.0,47.0,24.7,808.16
2020-07-24,ES,Madrid,humidity,216,12.5,60.0,33.0,1253.98
2020-10-23,ES,Madrid,humidity,216,55.5,100.0,87.6,978.08
2020-11-23,ES,Madrid,humidity,197,34.2,100.0,62.2,2547.45
2020-10-19,ES,Madrid,humidity,216,21.2,80.0,49.4,1427.43
2020-01-23,ES,Madrid,humidity,216,64.0,100.0,77.0,477.14
2020-03-11,ES,Madrid,humidity,216,33.0,78.0,53.5,1125.73
2020-04-13,ES,Madrid,humidity,216,42.0,100.0,63.4,1655.82
2020-05-11,ES,Madrid,humidity,216,46.5,93.0,70.7,1365.32
2020-06-11,ES,Madrid,humidity,216,29.6,81.0,46.0,1015.64
2020-08-08,ES,Madrid,humidity,203,19.0,49.0,30.5,503.53
